ctdotgov_name,corpus_name,firm_id,firm_name,n_trials
"Lucid, Inc.","Lucid, Inc.",7137,"Lucid Diagnostics, Inc.",3
Lucine,Lucine,7141,Lucine,2
Lucira Health Inc,Lucira Health Inc,7142,Lucira Health Inc,3
Luco Hybrid OSA Appliance Inc.,Luco Hybrid OSA Appliance Inc.,7143,Luco Hybrid OSA Appliance Inc.,1
Lucozade Ribena Suntory,Lucozade Ribena Suntory,7144,Lucozade Ribena Suntory,2
Lucy Coleman,Lucy Coleman,7145,Lucy Coleman,1
Ludocare SAS,Ludocare SAS,7146,Ludocare SAS,1
Lukas Biomedical Inc.,Lukas Biomedical Inc.,7147,Lukas Biomedical Inc.,1
LumaMed,LumaMed,7149,LumaMed,1
"Lumara Health, Inc.","Lumara Health, Inc.",7150,"Lumara Health, Inc.",6
LumeRx,LumeRx,7158,LumeRx,1
Lumen Biomedical,Lumen Biomedical,7152,Lumen Biomedical,5
"Lumen Bioscience, Inc.","Lumen Bioscience, Inc.",7152,Lumen Biomedical,5
Lumen Therapeutics,Lumen Therapeutics,7152,Lumen Biomedical,1
"Lumendi, LLC","Lumendi, LLC",7154,"Lumendi, LLC",4
Lumendo AG,Lumendo AG,7155,Lumendo AG,2
Lumenis Be Ltd.,Lumenis Be Ltd.,7156,Lumenis Be Ltd.,30
Lument AB,Lument AB,7157,Lument AB,3
"LumiThera, Inc.","LumiThera, Inc.",7166,"LumiThera, Inc.",5
"Lumicell, Inc.","Lumicell, Inc.",7159,"Lumicell, Inc.",9
Luminary Therapeutics,Luminary Therapeutics,7160,Luminary Therapeutics,2
Luminex Corporation,Luminex Corporation,7161,Luminex Corporation,7
Luminex Molecular Diagnostics,Luminex Molecular Diagnostics,7161,Luminex Corporation,3
"Luminist, Inc.","Luminist, Inc.",7163,"Luminist, Inc.",1
Luminopia,Luminopia,7164,Luminopia,2
LumiraDx UK Limited,LumiraDx UK Limited,7165,LumiraDx UK Limited,16
Lumos Diagnostics,Lumos Diagnostics,7168,"Lumos Labs, Inc.",4
"Lumos Labs, Inc.","Lumos Labs, Inc.",7168,"Lumos Labs, Inc.",9
Lumos Pharma,Lumos Pharma,7168,"Lumos Labs, Inc.",4
"Lumosa Therapeutics Co., Ltd.","Lumosa Therapeutics Co., Ltd.",7170,"Lumosa Therapeutics Co., Ltd.",8
LunGuard Ltd.,LunGuard Ltd.,7182,LunGuard Ltd.,1
Luna Genetics,Luna Genetics,7171,Luna Genetics,2
Lundbeck Canada Inc.,Lundbeck Canada Inc.,7175,H. Lundbeck A/S,3
Lundbeck Italia S.p.A.,Lundbeck Italia S.p.A.,7175,H. Lundbeck A/S,1
Lundbeck Japan K. K.,Lundbeck Japan K. K.,7174,Group K Diagnostics Inc.,1
Lundbeck LLC,Lundbeck LLC,7175,H. Lundbeck A/S,9
Lung Bioengineering Inc.,Lung Bioengineering Inc.,7178,Lung Biotechnology PBC,2
Lung Biotechnology PBC,Lung Biotechnology PBC,7178,Lung Biotechnology PBC,8
Lung Institute,Lung Institute,7178,Lung Biotechnology PBC,3
"Lung Therapeutics, Inc","Lung Therapeutics, Inc",7178,Lung Biotechnology PBC,3
LungLife AI,LungLife AI,7180,LungLife AI,1
Lungpacer Medical Inc.,Lungpacer Medical Inc.,7181,Lungpacer Medical Inc.,6
Lunit Inc.,Lunit Inc.,7183,Lunit Inc.,5
Lupin Ltd.,Lupin Ltd.,7185,Lupin Ltd.,11
Lupin Research Inc,Lupin Research Inc,7185,Lupin Ltd.,4
"Lupin, Inc.","Lupin, Inc.",7185,Lupin Ltd.,2
"Lustre Pharmaceutical Lab Co., Ltd","Lustre Pharmaceutical Lab Co., Ltd",7187,"Lustre Pharmaceutical Lab Co., Ltd",2
Lutris Pharma Ltd.,Lutris Pharma Ltd.,7188,Lutris Pharma Ltd.,3
"Lutronic Vision, Inc","Lutronic Vision, Inc",7189,LUTRONIC Corporation,1
"Lux Biosciences, Inc.","Lux Biosciences, Inc.",7191,"Lux Biosciences, Inc.",7
"Luxa Biotechnology, LLC","Luxa Biotechnology, LLC",7192,"Luxa Biotechnology, LLC",1
Luxia Scientific,Luxia Scientific,7193,Luxia Scientific,1
Luxurgery,Luxurgery,7194,Luxurgery,1
Luye Pharma Group Ltd.,Luye Pharma Group Ltd.,7195,Luye Pharma Group Ltd.,58
Luzitin SA,Luzitin SA,7196,Luzitin SA,1
"LyGenesis, Inc.","LyGenesis, Inc.",7202,"LyGenesis, Inc.",1
Lycera Corp.,Lycera Corp.,7198,Lycera Corp.,6
Lyckeby Starch AB,Lyckeby Starch AB,7199,Lyckeby Starch AB,1
LycoRed Ltd.,LycoRed Ltd.,7200,LycoRed Ltd.,10
"Lyell Immunopharma, Inc.","Lyell Immunopharma, Inc.",7201,"Lyell Immunopharma, Inc.",3
Lykos Therapeutics,Lykos Therapeutics,7203,Lykos Therapeutics,28
Lyme Diagnostics Ltd.,Lyme Diagnostics Ltd.,7204,Lyme Diagnostics Ltd.,1
Lymphatica Medtech SA,Lymphatica Medtech SA,7205,Lymphatica Medtech SA,1
Lynch Biologics LLC,Lynch Biologics LLC,7206,Lynch Biologics LLC,1
Lyndra Inc.,Lyndra Inc.,7207,Lyndra Inc.,6
Lynk Biotechnologies Pte Ltd,Lynk Biotechnologies Pte Ltd,7208,Lynk Biotechnologies Pte Ltd,1
"Lynk Pharmaceuticals Co., Ltd","Lynk Pharmaceuticals Co., Ltd",7209,"Lynk Pharmaceuticals Co., Ltd",4
Lynx Health Science GmbH,Lynx Health Science GmbH,7210,Lynx Health Science GmbH,1
LynxDx,LynxDx,7211,LynxDx,1
LyphoMed,LyphoMed,7212,LyphoMed,2
Lyra Medical Ltd.,Lyra Medical Ltd.,7214,Lyra Therapeutics,2
Lyra Therapeutics,Lyra Therapeutics,7214,Lyra Therapeutics,5
Lyric Pharmaceuticals,Lyric Pharmaceuticals,7215,Lyric Pharmaceuticals,2
Lysovant,Lysovant,7217,Lysovant,1
"Lyssn.io, Inc.","Lyssn.io, Inc.",7218,"Lyssn.io, Inc.",1
Lytix Biopharma AS,Lytix Biopharma AS,7219,Lytix Biopharma AS,8
Lyvgen Biopharma Holdings Limited,Lyvgen Biopharma Holdings Limited,7220,Lyvgen Biopharma Holdings Limited,5
Läkarexpressen AB,Läkarexpressen AB,6863,Läkarexpressen AB,1
Léman Micro Devices SA,Léman Micro Devices SA,6933,Léman Micro Devices SA,2
M's Science Corporation,M's Science Corporation,7229,M's Science Corporation,2
M-DT1,M-DT1,7222,M-DT1,1
M. H MediCane Ltd.,M. H MediCane Ltd.,7223,M. H MediCane Ltd.,1
M.A. Med Alliance S.A.,M.A. Med Alliance S.A.,7224,M.A. Med Alliance S.A.,8
M.A.G.I.C. Clinic LTD,M.A.G.I.C. Clinic LTD,7225,M.A.G.I.C. Clinic LTD,1
M.D. Lederman Consulting Ltd,M.D. Lederman Consulting Ltd,7226,M.D. Lederman Consulting Ltd,1
M.M.A Tech Ltd.,M.M.A Tech Ltd.,7227,M.M.A Tech Ltd.,1
M.S.T. Medical Surgery Technology LTD.,M.S.T. Medical Surgery Technology LTD.,7228,M.S.T. Medical Surgery Technology LTD.,4
M3 Health,M3 Health,7230,M3 Health,4
MAAB (Shanghai) Medical Device Limited,MAAB (Shanghai) Medical Device Limited,7231,MAAB (Shanghai) Medical Device Limited,1
MAKO Surgical Corp.,MAKO Surgical Corp.,7276,MAKO Surgical Corp.,1
MAPS Europe B.V.,MAPS Europe B.V.,7304,MAPS Europe B.V.,1
MARIA CRISTINA COMELLI,MARIA CRISTINA COMELLI,7316,MARIA CRISTINA COMELLI,1
MASK-air SAS,MASK-air SAS,7337,MASK-air SAS,2
"MAST Biosurgery, AG","MAST Biosurgery, AG",7339,"Mast Therapeutics, Inc.",1
"MAUI Imaging, Inc.","MAUI Imaging, Inc.",7356,"MAUI Imaging, Inc.",1
MAXVAX Biotechnology Limited Liability Company,MAXVAX Biotechnology Limited Liability Company,7367,MAXVAX Biotechnology Limited Liability Company,3
MB Mazor Ltd.,MB Mazor Ltd.,7378,MB Mazor Ltd.,1
MBQ Pharma,MBQ Pharma,7380,MBQ Pharma,1
MBX Biosciences,MBX Biosciences,7382,MBX Biosciences,2
MBcure Ltd,MBcure Ltd,7379,MBcure Ltd,1
MBrace Therapeutics,MBrace Therapeutics,7381,MBrace Therapeutics,1
MC10 Inc.,MC10 Inc.,7383,MC10 Inc.,1
MC2 Therapeutics,MC2 Therapeutics,7384,MC2 Therapeutics,9
MCM Vaccines B.V.,MCM Vaccines B.V.,7389,MCM Vaccines B.V.,5
MD Equation,MD Equation,7395,MD Equation,1
MD Italy,MD Italy,7397,MD Italy,1
MD Scientific,MD Scientific,7397,MD Italy,1
MD Stem Cells,MD Stem Cells,11525,MD Stem Cells,5
MDCPharma Produtos Farmaceuticos LTDA,MDCPharma Produtos Farmaceuticos LTDA,7399,MDCPharma Produtos Farmaceuticos LTDA,1
"MDD US Operations, LLC a subsidiary of Supernus Pharmaceuticals","MDD US Operations, LLC",7400,"MDD US Operations, LLC a subsidiary of Supernus Pharmaceuticals",3
MDDX LLC,MDDX LLC,7401,MDDX LLC,6
MDHearingAid,MDHearingAid,7402,MDHearingAid,1
MDI Health,MDI Health,7403,MDI Health,1
"MDVI, LLC","MDVI, LLC",7404,"MDVI, LLC",5
MDx Health,MDx Health,7405,MDx Health,3
MED Institute Inc.,MED Institute Inc.,7414,MED Institute Inc.,2
MED-EL Elektromedizinische Geräte GesmbH,MED-EL Elektromedizinische Geräte GesmbH,7418,MED-EL Elektromedizinische Geräte GesmbH,24
MED-LIFE DISCOVERIES LP,MED-LIFE DISCOVERIES LP,7419,MED-LIFE DISCOVERIES LP,2
"MEDA PHARMA SPA, a Viatris company","MEDA PHARMA SPA, a Viatris company",7420,MEDA Pharma GmbH & Co. KG,1
MEDA Pharma GmbH & Co. KG,MEDA Pharma GmbH & Co. KG,7420,MEDA Pharma GmbH & Co. KG,24
"MEDRx USA, Inc.","MEDRx USA, Inc.",7571,"MEDRx USA, Inc.",5
"MEI Pharma, Inc.","MEI Pharma, Inc.",2935,"MEI Pharma, Inc.",13
"MELA Sciences, Inc.","MELA Sciences, Inc.",7627,"MELA Sciences, Inc.",5
MELISA Institute Genomics & Proteomics Research SpA,MELISA Institute Genomics & Proteomics Research SpA,7632,MELISA Institute Genomics & Proteomics Research SpA,1
METAFORA biosystems,METAFORA biosystems,7707,METAFORA biosystems,1
MFB Fertility,MFB Fertility,7737,MFB Fertility,3
MGB Biopharma Limited,MGB Biopharma Limited,7738,MGB Biopharma Limited,2
MGC Pharmaceuticals d.o.o,MGC Pharmaceuticals d.o.o,7739,MGC Pharmaceuticals d.o.o,4
"MGP Ingredients, Inc.","MGP Ingredients, Inc.",7740,"MGP Ingredients, Inc.",1
"MINO Labs, LLC","MINO Labs, LLC",7854,"MINO Labs, LLC",1
MINVASYS,MINVASYS,7858,MINVASYS,4
MIP Brasil Indústria e Comércio de Produtos Farmacêuticos LTDA,MIP Brasil Indústria e Comércio de Produtos Farmacêuticos LTDA,7859,MIP Brasil Indústria e Comércio de Produtos Farmacêuticos LTDA,1
"MIS Implant Technologies, Ltd","MIS Implant Technologies, Ltd",7876,"MIS Implant Technologies, Ltd",4
"MIVI Neuroscience, Inc.","MIVI Neuroscience, Inc.",7894,"MIVI Neuroscience, Inc.",7
"MJN Neuroserveis, S.L","MJN Neuroserveis, S.L",7897,"MJN Neuroserveis, S.L",1
"ML Bio Solutions, Inc.","ML Bio Solutions, Inc.",7898,"ML Bio Solutions, Inc.",3
"MLM Biologics Inc.,","MLM Biologics Inc.,",7900,"MLM Biologics Inc.,",1
MMI Spa,MMI Spa,7901,MMI Spa,1
MMJ Labs LLC,MMJ Labs LLC,7902,MMJ Labs LLC,4
MODAG GmbH,MODAG GmbH,7907,MODAG GmbH,3
"MP Biomedicals, LLC","MP Biomedicals, LLC",7989,"MP Biomedicals, LLC",5
MPM Medical,MPM Medical,7990,MPM Medical,1
MRI Global,MRI Global,7992,MRI Global,1
MSD Belgium BVBA,MSD Belgium BVBA,7994,MSD Pharmaceuticals LLC,1
MSD Korea Ltd.,MSD Korea Ltd.,7994,MSD Pharmaceuticals LLC,1
MSD Pharmaceuticals LLC,MSD Pharmaceuticals LLC,7994,MSD Pharmaceuticals LLC,2
MSD Wellcome Trust Hilleman Laboratories Pvt. Ltd.,MSD Wellcome Trust Hilleman Laboratories Pvt. Ltd.,7996,MSD Wellcome Trust Hilleman Laboratories Pvt. Ltd.,1
"MSDx, Inc.","MSDx, Inc.",7997,"MSDx, Inc.",2
"MSI Methylation Sciences, Inc.","MSI Methylation Sciences, Inc.",7998,"MSI Methylation Sciences, Inc.",2
"MTrap, Inc.","MTrap, Inc.",8000,"MTrap, Inc.",1
MVG Industries SAS,MVG Industries SAS,8038,MVG Industries SAS,2
MValve Technologies Ltd,MValve Technologies Ltd,8037,MValve Technologies Ltd,1
MX LABS spółka z ograniczoną odpowiedzialnością oddział w Polsce,MX LABS spółka z ograniczoną odpowiedzialnością oddział w Polsce,8040,MX LABS spółka z ograniczoną odpowiedzialnością oddział w Polsce,1
MY01 Inc.,MY01 Inc.,8045,MY01 Inc.,2
MYOR Ltd.,MYOR Ltd.,8074,MYOR Ltd.,3
MYOS Corp,MYOS Corp,8075,MYOS Corp,1
MYnd Analytics,MYnd Analytics,8065,MYnd Analytics,4
MaaT Pharma,MaaT Pharma,7232,MaaT Pharma,10
"MabVax Therapeutics, Inc.","MabVax Therapeutics, Inc.",7236,"MabVax Therapeutics, Inc.",1
Mabion SA,Mabion SA,7233,Mabion SA,3
"Mabpro, a.s.","Mabpro, a.s.",7234,"Mabpro, a.s.",1
"Mabscale, LLC","Mabscale, LLC",7235,"Mabscale, LLC",4
"Mabwell (Shanghai) Bioscience Co., Ltd.","Mabwell (Shanghai) Bioscience Co., Ltd.",7237,"Mabwell (Shanghai) Bioscience Co., Ltd.",33
Mabylon AG,Mabylon AG,7239,Mabylon AG,1
Macarena Hernández Jiménez,Macarena Hernández Jiménez,7240,Macarena Hernández Jiménez,1
Mach-E B.V.,Mach-E B.V.,7241,Mach-E B.V.,2
"Machaon Biotherapeutics, Inc.","Machaon Biotherapeutics, Inc.",7242,"Machaon Biotherapeutics, Inc.",1
"Mack Biotech, Corp.","Mack Biotech, Corp.",7243,"Mack Biotech, Corp.",1
Macmillan Research Group UK,Macmillan Research Group UK,7244,Macmillan Research Group UK,9
Maco Productions S.A.S.,Maco Productions S.A.S.,7245,Maco Productions S.A.S.,1
MacroArray Diagnostics GmbH,MacroArray Diagnostics GmbH,7246,MacroArray Diagnostics GmbH,1
MacroGenics,MacroGenics,7248,MacroGenics,40
Macrocure Ltd.,Macrocure Ltd.,7247,Macrocure Ltd.,4
"MacuCLEAR, Inc.","MacuCLEAR, Inc.",7249,"MacuCLEAR, Inc.",4
Maculaser Oy,Maculaser Oy,7250,Maculaser Oy,1
Maculume Ltd.,Maculume Ltd.,7251,Maculume Ltd.,1
Madaus Inc,Madaus Inc,7252,Madaus Inc,1
Madorra,Madorra,7253,Madorra,1
"Madrigal Pharmaceuticals, Inc.","Madrigal Pharmaceuticals, Inc.",7254,"Madrigal Pharmaceuticals, Inc.",15
MagForce USA,MagForce USA,7259,MagForce USA,1
MagIA Diagnostics,MagIA Diagnostics,7261,MagIA Diagnostics,1
Magellan Diagnostics,Magellan Diagnostics,7255,Magellan Diagnostics,1
Magenta Medical Ltd.,Magenta Medical Ltd.,7257,Magenta Medical Ltd.,3
"Magenta Therapeutics, Inc.","Magenta Therapeutics, Inc.",7257,Magenta Medical Ltd.,3
Magentiq Eye LTD,Magentiq Eye LTD,7258,Magentiq Eye LTD,4
"Maggie's Pearl, LLC","Maggie's Pearl, LLC",9335,"Pearl Therapeutics, Inc.",1
"Magna Pharmaceuticals, Inc.","Magna Pharmaceuticals, Inc.",7262,"Magna Pharmaceuticals, Inc.",5
Magnetic Tides,Magnetic Tides,12208,"Beijing Tide Pharmaceutical Co., Ltd",1
Magneto Thrombectomy Solutions,Magneto Thrombectomy Solutions,7264,Magneto Thrombectomy Solutions,4
"Magnolia Medical Technologies, Inc.","Magnolia Medical Technologies, Inc.",7265,"Magnolia Medical Technologies, Inc.",2
Magnus Medical,Magnus Medical,7266,Magnus Medical,1
Magstim,Magstim,7267,Magstim,1
Mahana Therapeutics,Mahana Therapeutics,7268,Mahana Therapeutics,2
Maia Biotechnology,Maia Biotechnology,7269,Maia Biotechnology,1
"Mainline Biosciences, Inc.","Mainline Biosciences, Inc.",7270,"Mainline Biosciences, Inc.",1
Mainstay Medical,Mainstay Medical,7271,Mainstay Medical,4
Mainz Biomed,Mainz Biomed,7272,Mainz Biomed,1
Maitreya Kft.,Maitreya Kft.,7273,Maitreya Kft.,1
Maiv Health Inc.,Maiv Health Inc.,7274,Maiv Health Inc.,1
"Maja Kovacevic, MD","Maja Kovacevic, MD",7275,"Maja Kovacevic, MD",1
Mallinckrodt,Mallinckrodt,7277,Mallinckrodt,88
Mallinckrodt ARD LLC,Mallinckrodt ARD LLC,7278,Mallinckrodt ARD LLC,3
"Man and Science, SA","Man and Science, SA",7279,"Man and Science, SA",1
Mana Therapeutics,Mana Therapeutics,7280,Mana Therapeutics,1
Manamed Inc.,Manamed Inc.,7281,Manamed Inc.,1
Manan Shukla,Manan Shukla,7282,Manan Shukla,1
Mando Group AB,Mando Group AB,7284,Mandos LLC,1
Mandos LLC,Mandos LLC,7284,Mandos LLC,4
Maneuver Marketing,Maneuver Marketing,7285,Maneuver Marketing,1
"Manhattan Medical Research Practice, PLLC","Manhattan Medical Research Practice, PLLC",7286,"Manhattan Medical Research Practice, PLLC",1
Manhattan Pharmaceuticals,Manhattan Pharmaceuticals,7287,Manhattan Pharmaceuticals,3
Mani Alikhani,Mani Alikhani,7288,Mani Alikhani,1
Manina Medtech,Manina Medtech,7289,Manina Medtech,1
Manistee Partners,Manistee Partners,7290,Manistee Partners,1
Manitoba Starch Products,Manitoba Starch Products,7291,Manitoba Starch Products,2
Mankind Pharma Limited,Mankind Pharma Limited,7292,Mankind Pharma Limited,1
Mannkind Corporation,Mannkind Corporation,7293,Mannkind Corporation,52
"Manresana de Micobacteriologia, SL","Manresana de Micobacteriologia, SL",7294,"Manresana de Micobacteriologia, SL",2
Mantecorp Industria Quimica e Farmaceutica Ltd.,Mantecorp Industria Quimica e Farmaceutica Ltd.,7295,Mantecorp Industria Quimica e Farmaceutica Ltd.,10
Mantis Photonics AB,Mantis Photonics AB,7296,Mantis Photonics AB,2
Manuka Health,Manuka Health,7297,Manuka Health,3
"Maoxiang Group Jilin Pharmaceutical Co., Ltd.","Maoxiang Group Jilin Pharmaceutical Co., Ltd.",7298,"Maoxiang Group Jilin Pharmaceutical Co., Ltd.",1
"MapHabit, Inc.","MapHabit, Inc.",7299,"MapHabit, Inc.",4
"MapKure, LLC","MapKure, LLC",7301,"MapKure, LLC",2
MapLight Therapeutics,MapLight Therapeutics,7302,MapLight Therapeutics,2
Mapi Pharma Ltd.,Mapi Pharma Ltd.,7300,Mapi Pharma Ltd.,3
Mapreg,Mapreg,7303,Mapreg,1
Maquet Cardiopulmonary GmbH,Maquet Cardiopulmonary GmbH,7305,Maquet Cardiopulmonary GmbH,2
Maquet Cardiovascular,Maquet Cardiovascular,7306,Maquet Cardiovascular,7
Maquet Critical Care AB,Maquet Critical Care AB,3338,Critical Therapeutics,1
"Marathon Pharmaceuticals, LLC","Marathon Pharmaceuticals, LLC",7308,"Marathon Pharmaceuticals, LLC",2
Marco Pacchioni,Marco Pacchioni,7309,Marco Pacchioni,1
Marcus Borchert,Marcus Borchert,7310,Marcus Borchert,1
Mardil Medical,Mardil Medical,7311,Mardil Medical,3
Marea Therapeutics,Marea Therapeutics,7312,Marea Therapeutics,1
Marealis AS,Marealis AS,7313,Marealis AS,1
"Marengo Therapeutics, Inc.","Marengo Therapeutics, Inc.",7314,"Marengo Therapeutics, Inc.",1
Margan Biotech,Margan Biotech,7315,Margan Biotech,1
Marigot Ltd.,Marigot Ltd.,7317,Marigot Ltd.,2
Mariner Endosurgery,Mariner Endosurgery,7318,Mariner Endosurgery,1
Marinex International Sp. z o.o.,Marinex International Sp. z o.o.,8190,Tomorrow Sp. z o.o.,1
Marinomed Biotech AG,Marinomed Biotech AG,7320,Marinomed Biotech AG,8
Marinova Pty Ltd,Marinova Pty Ltd,7321,Marinova Pty Ltd,1
Marinus Pharmaceuticals,Marinus Pharmaceuticals,7322,Marinus Pharmaceuticals,23
Marius Pharmaceuticals,Marius Pharmaceuticals,7323,Marius Pharmaceuticals,2
Marjan Industria e Comercio ltda,Marjan Industria e Comercio ltda,7324,Marjan Industria e Comercio ltda,3
Marker Therapeutics AG,Marker Therapeutics AG,7326,"Marker Therapeutics, Inc.",1
"Marker Therapeutics, Inc.","Marker Therapeutics, Inc.",7326,"Marker Therapeutics, Inc.",4
Markman Biologics Corporation,Markman Biologics Corporation,7327,Markman Biologics Corporation,1
Mars Wrigley,Mars Wrigley,7328,Mars Wrigley,1
MarsiBionics,MarsiBionics,7329,MarsiBionics,10
Martin Pharmaceuticals,Martin Pharmaceuticals,6684,KLS Martin,1
"Maruho Co., Ltd.","Maruho Co., Ltd.",7331,"Maruho Co., Ltd.",27
Maruho Europe Limited,Maruho Europe Limited,7331,"Maruho Co., Ltd.",6
Maruho North America Inc.,Maruho North America Inc.,7331,"Maruho Co., Ltd.",6
Marval Pharma Ltd.,Marval Pharma Ltd.,7334,Marval Pharma Ltd.,1
Marvao Medical,Marvao Medical,7335,Marvao Medical,1
Masimo Corporation,Masimo Corporation,7336,Masimo Corporation,86
"Massive Bio, Inc.","Massive Bio, Inc.",7338,"Massive Bio, Inc.",1
"Mast Therapeutics, Inc.","Mast Therapeutics, Inc.",7339,"Mast Therapeutics, Inc.",14
Mastelli S.r.l,Mastelli S.r.l,7341,Mastelli S.r.l,3
Mateon Therapeutics,Mateon Therapeutics,7342,Mateon Therapeutics,14
Materia Medica Holding,Materia Medica Holding,7343,Materia Medica Holding,36
Materialise,Materialise,7344,Materialise,3
Materna Laboratories,Materna Laboratories,7346,Materna Laboratories,2
Materna Medical,Materna Medical,7346,Materna Laboratories,2
Mathys Ltd Bettlach,Mathys Ltd Bettlach,7347,Mathys Ltd Bettlach,4
Mati Therapeutics Inc.,Mati Therapeutics Inc.,7348,Mati Therapeutics Inc.,15
"Matinas BioPharma Nanotechnologies, Inc.","Matinas BioPharma Nanotechnologies, Inc.",7349,"Matinas BioPharma Nanotechnologies, Inc.",8
"Matinas Biopharma, Inc","Matinas Biopharma, Inc",7349,"Matinas BioPharma Nanotechnologies, Inc.",2
Mativa-Tech SA,Mativa-Tech SA,7351,Mativa-Tech SA,1
Matrivax Research and Development Corporation,Matrivax Research and Development Corporation,7352,Matrivax Research and Development Corporation,1
"Matrix Biomed, Inc.","Matrix Biomed, Inc.",7354,"Matrix Biomed, Inc.",6
Matrix Pharmaceutical,Matrix Pharmaceutical,7354,"Matrix Biomed, Inc.",3
Matrizyme Pharma Corporation,Matrizyme Pharma Corporation,7355,Matrizyme Pharma Corporation,1
Mauna Kea Technologies,Mauna Kea Technologies,7357,Mauna Kea Technologies,12
Max Biocare Pty. Ltd.,Max Biocare Pty. Ltd.,7358,Max Biocare Pty. Ltd.,1
Max Institute of Neurosciences,Max Institute of Neurosciences,7359,Max Institute of Neurosciences,1
Max Zeller Soehne AG,Max Zeller Soehne AG,7360,Max Zeller Soehne AG,6
"MaxCyte, Inc.","MaxCyte, Inc.",7361,"MaxCyte, Inc.",1
"MaxWell Clinic, PLC","MaxWell Clinic, PLC",7368,"MaxWell Clinic, PLC",1
Maxigen Biotech Inc.,Maxigen Biotech Inc.,7362,Maxigen Biotech Inc.,6
Maxim Pharmaceuticals,Maxim Pharmaceuticals,7363,Maxim Pharmaceuticals,2
Maxinase Life Sciences Ltd.,Maxinase Life Sciences Ltd.,7364,Maxinase Life Sciences Ltd.,1
"Maxinovel Pty., Ltd.","Maxinovel Pty., Ltd.",7365,"Maxinovel Pty., Ltd.",11
Maxivax SA,Maxivax SA,7366,Maxivax SA,3
Maxwell Biomedical,Maxwell Biomedical,7368,"MaxWell Clinic, PLC",1
Maxx Orthopedics Inc,Maxx Orthopedics Inc,7370,Maxx Orthopedics Inc,3
Maxygen Holdings Ltd.,Maxygen Holdings Ltd.,7371,Maxygen Holdings Ltd.,1
May Health,May Health,7372,May Health,3
Mayfair Developments,Mayfair Developments,7373,Mayfair Developments,1
Mayne Pharma International Pty Ltd,Mayne Pharma International Pty Ltd,7374,Mayne Pharma International Pty Ltd,8
Maze Therapeutics,Maze Therapeutics,7375,Maze Therapeutics,1
Mazonson & Santas Inc.,Mazonson & Santas Inc.,7376,Mazonson & Santas Inc.,3
Mazor Robotics,Mazor Robotics,7377,Mazor Robotics,5
"McCormick and Company, Inc.","McCormick and Company, Inc.",7385,"McCormick and Company, Inc.",1
McDaniel Institute of Anti-Aging Research,McDaniel Institute of Anti-Aging Research,7386,McDaniel Institute of Anti-Aging Research,1
"McGuff Pharmaceuticals, Inc.","McGuff Pharmaceuticals, Inc.",7387,"McGuff Pharmaceuticals, Inc.",1
McGuire Institute,McGuire Institute,7388,McGuire Institute,6
"McMurray Medical Group, LLC","McMurray Medical Group, LLC",7390,"McMurray Medical Group, LLC",1
McNeel Eye Center,McNeel Eye Center,7391,McNeel Eye Center,1
McNeil AB,McNeil AB,7394,McNeil AB,41
"McNeil Consumer & Specialty Pharmaceuticals, a Division of McNeil-PPC, Inc.","McNeil Consumer & Specialty Pharmaceuticals, a Division of McNeil-PPC, Inc.",7394,McNeil AB,12
"McNeil Consumer Healthcare Division of McNEIL-PPC, Inc.","McNeil Consumer Healthcare Division of McNEIL-PPC, Inc.",7394,McNeil AB,6
"MeLSyTech, Ltd","MeLSyTech, Ltd",7636,"MeLSyTech, Ltd",4
MeMed Diagnostics Ltd.,MeMed Diagnostics Ltd.,7640,MeMed Diagnostics Ltd.,12
"MeYou Health, LLC","MeYou Health, LLC",7735,"MeYou Health, LLC",2
Meabco A/S,Meabco A/S,7406,Meabco A/S,6
Mead Johnson Nutrition,Mead Johnson Nutrition,7407,Mead Johnson Nutrition,55
Meagan Medical,Meagan Medical,7408,Meagan Medical,1
"Measure Labs, Inc.","Measure Labs, Inc.",7409,"Measure Labs, Inc.",1
"Mebias Discovery, Inc","Mebias Discovery, Inc",7410,"Mebias Discovery, Inc",1
"Mebiopharm Co., Ltd","Mebiopharm Co., Ltd",7411,"Mebiopharm Co., Ltd",2
Mebix Inc,Mebix Inc,7412,Mebix Inc,1
Meccellis Biotech,Meccellis Biotech,7413,Meccellis Biotech,4
Med Discovery SA,Med Discovery SA,7414,MED Institute Inc.,2
"Med Pharma Co., Ltd.","Med Pharma Co., Ltd.",7414,MED Institute Inc.,1
Med-El Corporation,Med-El Corporation,7417,Med-El Corporation,12
"MedAppraise, Inc.","MedAppraise, Inc.",7430,"MedAppraise, Inc.",1
MedCu Technologies Ltd.,MedCu Technologies Ltd.,7435,MedCu Technologies Ltd.,3
MedDay Pharmaceuticals SA,MedDay Pharmaceuticals SA,7437,MedDay Pharmaceuticals SA,10
MedDerm Associates,MedDerm Associates,7438,MedDerm Associates,2
MedImmune LLC,MedImmune LLC,7525,MedImmune LLC,270
MedImmune Ltd,MedImmune Ltd,7525,MedImmune LLC,1
MedInnovation GmbH,MedInnovation GmbH,7529,MedInnovation GmbH,1
MedLogic Global Limited,MedLogic Global Limited,7555,MedLogic Global Limited,1
MedMinder Systems Inc.,MedMinder Systems Inc.,7558,MedMinder Systems Inc.,1
MedMira Laboratories Inc.,MedMira Laboratories Inc.,7559,MedMira Laboratories Inc.,3
